Code,Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,clean_content,searched_unique_singleword,unsearched_unique_singleword,searched_pairword,searched_unique_singleword_synonym,searched_words,ranking_score,final_category
207545100,94252,80,1,207542100.0,94248,10.0,Breasts and cuts thereof,5,breast cut thereof,,breast cut thereof,,,,7,"breast cut thereof Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207546100,94253,80,1,207542100.0,94248,10.0,Legs and cuts thereof,5,leg cut thereof,,leg cut thereof,,,,7,"leg cut thereof Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207547100,94254,80,1,207542100.0,94248,10.0,Paletots,5,paletot,,paletot,,,,7,"paletot Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207548100,94255,80,1,207542100.0,94248,10.0,Other,5,,,,,,,7,"other Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207549100,94256,10,0,207540000.0,94246,80.0,Offal,3,offal,,offal,,,,9,"offal Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207549100,94257,80,1,207549100.0,94256,10.0,"Livers, other than fatty livers",4,liver fatty liver,,liver fatty liver,,,,8,"liver fatty liver Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207549900,94258,80,1,207549100.0,94256,10.0,Other,4,,,,,,,8,"other Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207550000,94259,80,0,207510000.0,94237,10.0,"Other, frozen",2,frozen,frozen,,,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,10,"freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207551000,94260,10,0,207550000.0,94259,80.0,Cuts,3,cut,,cut,,,,9,"cut Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207551000,94261,80,1,207551000.0,94260,10.0,Boneless,4,boneles,,bonele,,,,8,"bonele Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207552100,94262,10,0,207551000.0,94260,10.0,With bone in,4,bone,bone,,,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,8,"bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207552100,94263,80,1,207552100.0,94262,10.0,Halves or quarters,5,half quarters,,half quarters,,,,7,"half quarters Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207553100,94264,80,1,207552100.0,94262,10.0,"Whole wings, with or without tips",5,whole wing without tip,,whole wing without tip,,,,7,"whole wing without tip Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207554100,94265,80,1,207552100.0,94262,10.0,"Backs, necks, backs with necks attached, rumps and wing-tips",5,back neck back neck attached rump wingtip,back,neck neck attached rump wingtip,,back dorsum rear spinal_column vertebral_column spine backbone rachis binding book_binding cover backrest endorse indorse plump_for plunk_for support second bet_on gage stake game punt back_up hind hinder backward backwards rearward rearwards,back dorsum rear spinal_column vertebral_column spine backbone rachis binding book_binding cover backrest endorse indorse plump_for plunk_for support second bet_on gage stake game punt back_up hind hinder backward backwards rearward rearwards,7,"back dorsum rear spinal_column vertebral_column spine backbone rachis binding book_binding cover backrest endorse indorse plump_for plunk_for support second bet_on gage stake game punt back_up hind hinder backward backwards rearward rearwards Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207555100,94266,80,1,207552100.0,94262,10.0,Breasts and cuts thereof,5,breast cut thereof,,breast cut thereof,,,,7,"breast cut thereof Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207556100,94267,80,1,207552100.0,94262,10.0,Legs and cuts thereof,5,leg cut thereof,,leg cut thereof,,,,7,"leg cut thereof Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207557100,94268,80,1,207552100.0,94262,10.0,Paletots,5,paletot,,paletot,,,,7,"paletot Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207558100,94269,80,1,207552100.0,94262,10.0,Other,5,,,,,,,7,"other Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207559300,94270,10,0,207550000.0,94259,80.0,Offal,3,offal,,offal,,,,9,"offal Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207559300,94271,20,0,207559300.0,94270,10.0,Livers,4,liver,,liver,,,,8,"liver Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207559300,94272,80,1,207559300.0,94271,20.0,Fatty livers,5,fatty liver,,fatty liver,,,,7,"fatty liver Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207559500,94273,80,1,207559300.0,94271,20.0,Other,5,,,,,,,7,"other Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207559900,94274,80,1,207559300.0,94270,10.0,Other,4,,,,,,,8,"other Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207600000,94275,80,0,207000000.0,28107,80.0,Of guinea fowls,1,guinea fowl,,guinea fowl,,,,11,"guinea fowl Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207600500,94276,80,0,207600000.0,94275,80.0,"Not cut in pieces, fresh, chilled or frozen",2,cut piece fresh chilled frozen,frozen,cut piece fresh chilled,,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,10,"freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207600510,96177,80,1,207600500.0,94276,80.0,fresh or chilled,3,fresh chilled,,fresh chilled,,,,9,"fresh chilled Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207600590,96179,80,1,207600500.0,94276,80.0,frozen,3,frozen,frozen,,,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,9,"freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207601000,94277,10,0,207600000.0,94275,80.0,"Other, fresh, chilled or frozen",2,fresh chilled frozen,frozen,fresh chilled,,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed,10,"freeze stop_dead suspend freeze_out freeze_down block immobilize immobilise frozen rooted stock-still frigid frosty glacial icy wintry flash-frozen quick-frozen fixed Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207601000,94278,20,0,207601000.0,94277,10.0,Cuts,3,cut,,cut,,,,9,"cut Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207601000,94279,80,1,207601000.0,94278,20.0,Boneless,4,boneles,,bonele,,,,8,"bonele Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207602100,94280,10,0,207601000.0,94278,20.0,With bone in,4,bone,bone,,,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone,8,"bone os osseous_tissue ivory pearl off-white cram grind_away drum bone_up swot get_up mug_up swot_up debone Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207602100,94281,80,0,207602100.0,94280,10.0,Halves or quarters,5,half quarters,,half quarters,,,,7,"half quarters Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
207602110,98456,80,1,207602100.0,94281,80.0,Fresh or chilled,6,fresh chilled,,fresh chilled,,,,6,"fresh chilled Edible Offal, Poultry (Other Than Liver), Fowls, Dead, Liver, Poultry, Offal, Edible, Poultry (Other than Liver), Poultry Meat, Canned prepared or Otherwise preserved, Poultry Meat, Fresh, Chilled or Frozen"
